indicator_id,claim_id,indicator_type,severity,detected_date,pattern_description,investigation_status
FRD-000584,CLM-2026-002494,Inconsistent Documentation,LOW,2024-05-29,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-000585,CLM-2026-002494,Excessive Claim Amount,LOW,2024-06-05,"Claim amount $49,584.62 exceeds typical range by 119%",CONFIRMED
FRD-000586,CLM-2026-002495,Staged Accident Pattern,LOW,2024-12-03,Incident characteristics match known staged accident patterns,CLOSED
FRD-000587,CLM-2026-002495,Medical Bill Padding,MEDIUM,2024-12-12,Medical bills inflated by estimated 97%,OPEN
FRD-000588,CLM-2026-002496,Multiple Claims Short Period,CRITICAL,2024-11-03,Claimant filed 5 claims within 73 days,OPEN
FRD-000589,CLM-2026-002506,Previous Fraud History,LOW,2024-11-03,Claimant has 3 previous fraud flags on record,OPEN
FRD-000590,CLM-2026-002507,Excessive Claim Amount,MEDIUM,2025-12-10,"Claim amount $129,499.47 exceeds typical range by 183%",OPEN
FRD-000591,CLM-2026-002543,Policyholder Collusion,HIGH,2023-10-11,Evidence suggests coordination between parties,CONFIRMED
FRD-000592,CLM-2026-002543,Inconsistent Documentation,HIGH,2023-10-08,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-000593,CLM-2026-002545,Excessive Claim Amount,HIGH,2024-07-12,"Claim amount $18,216.51 exceeds typical range by 80%",OPEN
FRD-000594,CLM-2026-002545,Witness Inconsistency,HIGH,2024-06-21,Witness statements contain conflicting information,OPEN
FRD-000595,CLM-2026-002554,Policyholder Collusion,MEDIUM,2024-11-28,Evidence suggests coordination between parties,OPEN
FRD-000596,CLM-2026-002555,Medical Bill Padding,CRITICAL,2024-01-27,Medical bills inflated by estimated 53%,CLOSED
FRD-000597,CLM-2026-002555,Inconsistent Documentation,CRITICAL,2024-01-19,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-000598,CLM-2026-002555,Staged Accident Pattern,HIGH,2024-02-08,Incident characteristics match known staged accident patterns,CLOSED
FRD-000599,CLM-2026-002581,Witness Inconsistency,MEDIUM,2025-05-14,Witness statements contain conflicting information,CLOSED
FRD-000600,CLM-2026-002591,Phantom Damage,MEDIUM,2025-08-12,Claimed damage not consistent with incident type,OPEN
FRD-000601,CLM-2026-002591,Staged Accident Pattern,MEDIUM,2025-08-04,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-000602,CLM-2026-002591,Staged Accident Pattern,LOW,2025-07-24,Incident characteristics match known staged accident patterns,CLOSED
FRD-000603,CLM-2026-002623,Phantom Damage,LOW,2025-10-14,Claimed damage not consistent with incident type,CONFIRMED
FRD-000604,CLM-2026-002642,Phantom Damage,LOW,2025-08-18,Claimed damage not consistent with incident type,CONFIRMED
FRD-000605,CLM-2026-002642,Staged Accident Pattern,LOW,2025-08-22,Incident characteristics match known staged accident patterns,CLOSED
FRD-000606,CLM-2026-002642,Suspicious Timing,MEDIUM,2025-08-12,Claim filed 5 days after policy inception/modification,OPEN
FRD-000607,CLM-2026-002644,Suspicious Timing,HIGH,2024-10-04,Claim filed 2 days after policy inception/modification,CLOSED
FRD-000608,CLM-2026-002664,Medical Bill Padding,LOW,2023-05-22,Medical bills inflated by estimated 55%,OPEN
FRD-000609,CLM-2026-002664,Medical Bill Padding,MEDIUM,2023-05-16,Medical bills inflated by estimated 93%,CLOSED
FRD-000610,CLM-2026-002672,Witness Inconsistency,HIGH,2023-07-27,Witness statements contain conflicting information,CONFIRMED
FRD-000611,CLM-2026-002672,Staged Accident Pattern,LOW,2023-07-11,Incident characteristics match known staged accident patterns,CLOSED
FRD-000612,CLM-2026-002676,Previous Fraud History,CRITICAL,2023-01-30,Claimant has 1 previous fraud flags on record,CLOSED
FRD-000613,CLM-2026-002676,Policyholder Collusion,HIGH,2023-02-05,Evidence suggests coordination between parties,CONFIRMED
FRD-000614,CLM-2026-002676,Excessive Claim Amount,HIGH,2023-01-27,"Claim amount $39,022.14 exceeds typical range by 144%",OPEN
FRD-000615,CLM-2026-002677,Excessive Claim Amount,MEDIUM,2023-10-27,"Claim amount $73,572.50 exceeds typical range by 120%",OPEN
FRD-000616,CLM-2026-002689,Excessive Claim Amount,MEDIUM,2025-04-27,"Claim amount $26,684.24 exceeds typical range by 185%",OPEN
FRD-000617,CLM-2026-002690,Policyholder Collusion,MEDIUM,2023-05-24,Evidence suggests coordination between parties,CLOSED
FRD-000618,CLM-2026-002690,Inconsistent Documentation,LOW,2023-05-24,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-000619,CLM-2026-002690,Staged Accident Pattern,HIGH,2023-05-24,Incident characteristics match known staged accident patterns,OPEN
FRD-000620,CLM-2026-002706,Staged Accident Pattern,MEDIUM,2024-07-12,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-000621,CLM-2026-002706,Excessive Claim Amount,HIGH,2024-07-08,"Claim amount $29,551.85 exceeds typical range by 137%",OPEN
FRD-000622,CLM-2026-002706,Suspicious Timing,LOW,2024-07-16,Claim filed 2 days after policy inception/modification,CONFIRMED
FRD-000623,CLM-2026-002724,Suspicious Timing,MEDIUM,2024-02-11,Claim filed 1 days after policy inception/modification,CLOSED
FRD-000624,CLM-2026-002724,Phantom Damage,LOW,2024-01-23,Claimed damage not consistent with incident type,OPEN
FRD-000625,CLM-2026-002724,Multiple Claims Short Period,LOW,2024-01-22,Claimant filed 5 claims within 54 days,CONFIRMED
FRD-000626,CLM-2026-002731,Suspicious Timing,CRITICAL,2024-12-01,Claim filed 1 days after policy inception/modification,CLOSED
FRD-000627,CLM-2026-002731,Previous Fraud History,HIGH,2024-12-14,Claimant has 1 previous fraud flags on record,OPEN
FRD-000628,CLM-2026-002732,Medical Bill Padding,MEDIUM,2023-12-02,Medical bills inflated by estimated 54%,CLOSED
FRD-000629,CLM-2026-002772,Previous Fraud History,HIGH,2025-12-29,Claimant has 3 previous fraud flags on record,OPEN
FRD-000630,CLM-2026-002772,Phantom Damage,MEDIUM,2026-01-12,Claimed damage not consistent with incident type,OPEN
FRD-000631,CLM-2026-002772,Phantom Damage,HIGH,2025-12-21,Claimed damage not consistent with incident type,OPEN
FRD-000632,CLM-2026-002776,Previous Fraud History,LOW,2024-04-25,Claimant has 2 previous fraud flags on record,OPEN
FRD-000633,CLM-2026-002789,Phantom Damage,MEDIUM,2025-11-24,Claimed damage not consistent with incident type,CONFIRMED
FRD-000634,CLM-2026-002789,Previous Fraud History,MEDIUM,2025-11-21,Claimant has 1 previous fraud flags on record,OPEN
FRD-000635,CLM-2026-002789,Medical Bill Padding,MEDIUM,2025-11-25,Medical bills inflated by estimated 41%,CLOSED
FRD-000636,CLM-2026-002790,Medical Bill Padding,LOW,2023-11-17,Medical bills inflated by estimated 98%,CONFIRMED
FRD-000637,CLM-2026-002790,Medical Bill Padding,MEDIUM,2023-11-09,Medical bills inflated by estimated 42%,CLOSED
FRD-000638,CLM-2026-002790,Medical Bill Padding,CRITICAL,2023-10-31,Medical bills inflated by estimated 63%,OPEN
FRD-000639,CLM-2026-002798,Suspicious Timing,LOW,2023-02-17,Claim filed 1 days after policy inception/modification,CLOSED
FRD-000640,CLM-2026-002798,Inconsistent Documentation,MEDIUM,2023-02-14,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-000641,CLM-2026-002798,Excessive Claim Amount,MEDIUM,2023-02-15,"Claim amount $2,430.79 exceeds typical range by 68%",OPEN
FRD-000642,CLM-2026-002799,Phantom Damage,HIGH,2024-12-19,Claimed damage not consistent with incident type,CLOSED
FRD-000643,CLM-2026-002800,Policyholder Collusion,LOW,2024-08-09,Evidence suggests coordination between parties,CLOSED
FRD-000644,CLM-2026-002800,Phantom Damage,LOW,2024-07-24,Claimed damage not consistent with incident type,CLOSED
FRD-000645,CLM-2026-002810,Witness Inconsistency,CRITICAL,2026-01-16,Witness statements contain conflicting information,CONFIRMED
FRD-000646,CLM-2026-002810,Multiple Claims Short Period,MEDIUM,2026-01-06,Claimant filed 4 claims within 72 days,CLOSED
FRD-000647,CLM-2026-002810,Staged Accident Pattern,CRITICAL,2026-01-17,Incident characteristics match known staged accident patterns,CLOSED
FRD-000648,CLM-2026-002820,Excessive Claim Amount,LOW,2024-03-16,"Claim amount $12,463.03 exceeds typical range by 180%",CLOSED
FRD-000649,CLM-2026-002820,Multiple Claims Short Period,CRITICAL,2024-02-24,Claimant filed 3 claims within 75 days,CLOSED
FRD-000650,CLM-2026-002821,Witness Inconsistency,MEDIUM,2024-06-20,Witness statements contain conflicting information,OPEN
FRD-000651,CLM-2026-002821,Inconsistent Documentation,MEDIUM,2024-06-26,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-000652,CLM-2026-002821,Inconsistent Documentation,CRITICAL,2024-06-03,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-000653,CLM-2026-002850,Witness Inconsistency,MEDIUM,2025-03-02,Witness statements contain conflicting information,CONFIRMED
FRD-000654,CLM-2026-002850,Witness Inconsistency,HIGH,2025-03-12,Witness statements contain conflicting information,CLOSED
FRD-000655,CLM-2026-002850,Phantom Damage,CRITICAL,2025-03-03,Claimed damage not consistent with incident type,CLOSED
FRD-000656,CLM-2026-002866,Excessive Claim Amount,MEDIUM,2023-04-22,"Claim amount $2,033.60 exceeds typical range by 70%",CLOSED
FRD-000657,CLM-2026-002866,Policyholder Collusion,HIGH,2023-04-29,Evidence suggests coordination between parties,CLOSED
FRD-000658,CLM-2026-002870,Phantom Damage,MEDIUM,2024-07-01,Claimed damage not consistent with incident type,OPEN
FRD-000659,CLM-2026-002870,Inconsistent Documentation,LOW,2024-06-21,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-000660,CLM-2026-002877,Multiple Claims Short Period,LOW,2024-09-25,Claimant filed 8 claims within 48 days,CONFIRMED
FRD-000661,CLM-2026-002877,Previous Fraud History,HIGH,2024-10-12,Claimant has 2 previous fraud flags on record,OPEN
FRD-000662,CLM-2026-002877,Policyholder Collusion,HIGH,2024-09-30,Evidence suggests coordination between parties,CLOSED
FRD-000663,CLM-2026-002907,Multiple Claims Short Period,HIGH,2023-07-10,Claimant filed 5 claims within 35 days,CONFIRMED
FRD-000664,CLM-2026-002907,Staged Accident Pattern,LOW,2023-07-05,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-000665,CLM-2026-002907,Excessive Claim Amount,MEDIUM,2023-07-21,"Claim amount $9,340.40 exceeds typical range by 168%",CONFIRMED
FRD-000666,CLM-2026-002912,Witness Inconsistency,MEDIUM,2023-04-05,Witness statements contain conflicting information,OPEN
FRD-000667,CLM-2026-002923,Witness Inconsistency,CRITICAL,2023-09-11,Witness statements contain conflicting information,OPEN
FRD-000668,CLM-2026-002923,Witness Inconsistency,HIGH,2023-08-30,Witness statements contain conflicting information,CLOSED
FRD-000669,CLM-2026-002929,Medical Bill Padding,MEDIUM,2024-08-21,Medical bills inflated by estimated 54%,CLOSED
FRD-000670,CLM-2026-002929,Inconsistent Documentation,LOW,2024-08-03,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-000671,CLM-2026-002934,Medical Bill Padding,LOW,2023-05-02,Medical bills inflated by estimated 34%,OPEN
FRD-000672,CLM-2026-002934,Policyholder Collusion,LOW,2023-05-19,Evidence suggests coordination between parties,OPEN
FRD-000673,CLM-2026-002934,Policyholder Collusion,MEDIUM,2023-05-21,Evidence suggests coordination between parties,CONFIRMED
FRD-000674,CLM-2026-002936,Medical Bill Padding,LOW,2023-12-15,Medical bills inflated by estimated 62%,OPEN
FRD-000675,CLM-2026-002936,Multiple Claims Short Period,LOW,2023-12-15,Claimant filed 6 claims within 54 days,CLOSED
FRD-000676,CLM-2026-002936,Staged Accident Pattern,LOW,2024-01-06,Incident characteristics match known staged accident patterns,CLOSED
FRD-000677,CLM-2026-002940,Excessive Claim Amount,LOW,2023-03-23,"Claim amount $49,993.03 exceeds typical range by 116%",OPEN
FRD-000678,CLM-2026-002940,Medical Bill Padding,HIGH,2023-03-08,Medical bills inflated by estimated 34%,OPEN
FRD-000679,CLM-2026-002940,Suspicious Timing,MEDIUM,2023-03-27,Claim filed 4 days after policy inception/modification,CLOSED
FRD-000680,CLM-2026-002943,Phantom Damage,HIGH,2025-12-01,Claimed damage not consistent with incident type,CONFIRMED
FRD-000681,CLM-2026-002987,Previous Fraud History,LOW,2024-03-16,Claimant has 2 previous fraud flags on record,CONFIRMED
FRD-000682,CLM-2026-002987,Previous Fraud History,HIGH,2024-03-11,Claimant has 3 previous fraud flags on record,CLOSED
FRD-000683,CLM-2026-002989,Suspicious Timing,LOW,2024-10-14,Claim filed 2 days after policy inception/modification,CLOSED
FRD-000684,CLM-2026-002992,Staged Accident Pattern,MEDIUM,2024-12-26,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-000685,CLM-2026-002992,Multiple Claims Short Period,LOW,2024-12-25,Claimant filed 3 claims within 51 days,CLOSED
FRD-000686,CLM-2026-002992,Phantom Damage,CRITICAL,2024-12-01,Claimed damage not consistent with incident type,CLOSED
FRD-000687,CLM-2026-003004,Multiple Claims Short Period,LOW,2023-02-14,Claimant filed 6 claims within 88 days,CONFIRMED
FRD-000688,CLM-2026-003004,Excessive Claim Amount,LOW,2023-03-04,"Claim amount $127,077.11 exceeds typical range by 93%",CONFIRMED
FRD-000689,CLM-2026-003010,Excessive Claim Amount,LOW,2024-12-24,"Claim amount $14,285.42 exceeds typical range by 136%",CLOSED
FRD-000690,CLM-2026-003021,Suspicious Timing,LOW,2023-10-19,Claim filed 2 days after policy inception/modification,OPEN
FRD-000691,CLM-2026-003022,Inconsistent Documentation,CRITICAL,2023-08-12,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-000692,CLM-2026-003022,Policyholder Collusion,LOW,2023-08-16,Evidence suggests coordination between parties,CONFIRMED
FRD-000693,CLM-2026-003032,Policyholder Collusion,LOW,2024-03-03,Evidence suggests coordination between parties,CLOSED
FRD-000694,CLM-2026-003032,Witness Inconsistency,HIGH,2024-03-14,Witness statements contain conflicting information,CONFIRMED
FRD-000695,CLM-2026-003032,Previous Fraud History,LOW,2024-03-11,Claimant has 3 previous fraud flags on record,CONFIRMED
FRD-000696,CLM-2026-003041,Suspicious Timing,LOW,2025-02-03,Claim filed 2 days after policy inception/modification,CONFIRMED
FRD-000697,CLM-2026-003041,Medical Bill Padding,HIGH,2025-02-09,Medical bills inflated by estimated 36%,OPEN
FRD-000698,CLM-2026-003041,Previous Fraud History,CRITICAL,2025-02-05,Claimant has 1 previous fraud flags on record,OPEN
FRD-000699,CLM-2026-003042,Medical Bill Padding,MEDIUM,2023-11-28,Medical bills inflated by estimated 71%,CLOSED
FRD-000700,CLM-2026-003043,Staged Accident Pattern,CRITICAL,2024-11-06,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-000701,CLM-2026-003043,Excessive Claim Amount,MEDIUM,2024-11-13,"Claim amount $26,553.04 exceeds typical range by 174%",CLOSED
FRD-000702,CLM-2026-003054,Suspicious Timing,MEDIUM,2025-08-07,Claim filed 3 days after policy inception/modification,OPEN
FRD-000703,CLM-2026-003054,Policyholder Collusion,MEDIUM,2025-08-27,Evidence suggests coordination between parties,OPEN
FRD-000704,CLM-2026-003057,Policyholder Collusion,LOW,2023-03-15,Evidence suggests coordination between parties,CLOSED
FRD-000705,CLM-2026-003057,Staged Accident Pattern,HIGH,2023-02-23,Incident characteristics match known staged accident patterns,OPEN
FRD-000706,CLM-2026-003059,Policyholder Collusion,CRITICAL,2023-08-15,Evidence suggests coordination between parties,CONFIRMED
FRD-000707,CLM-2026-003059,Phantom Damage,MEDIUM,2023-08-21,Claimed damage not consistent with incident type,OPEN
FRD-000708,CLM-2026-003089,Witness Inconsistency,LOW,2024-02-13,Witness statements contain conflicting information,OPEN
FRD-000709,CLM-2026-003098,Medical Bill Padding,HIGH,2026-01-16,Medical bills inflated by estimated 89%,CLOSED
FRD-000710,CLM-2026-003098,Inconsistent Documentation,MEDIUM,2026-01-11,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-000711,CLM-2026-003098,Multiple Claims Short Period,HIGH,2025-12-26,Claimant filed 5 claims within 57 days,CONFIRMED
FRD-000712,CLM-2026-003099,Policyholder Collusion,LOW,2023-04-23,Evidence suggests coordination between parties,CLOSED
FRD-000713,CLM-2026-003100,Suspicious Timing,LOW,2023-05-31,Claim filed 1 days after policy inception/modification,OPEN
FRD-000714,CLM-2026-003106,Medical Bill Padding,MEDIUM,2023-02-23,Medical bills inflated by estimated 58%,OPEN
FRD-000715,CLM-2026-003112,Witness Inconsistency,MEDIUM,2023-12-08,Witness statements contain conflicting information,CONFIRMED
FRD-000716,CLM-2026-003112,Medical Bill Padding,HIGH,2023-12-14,Medical bills inflated by estimated 77%,CONFIRMED
FRD-000717,CLM-2026-003112,Excessive Claim Amount,CRITICAL,2023-12-01,"Claim amount $6,672.95 exceeds typical range by 167%",CONFIRMED
FRD-000718,CLM-2026-003120,Excessive Claim Amount,LOW,2025-01-29,"Claim amount $111,847.96 exceeds typical range by 78%",CLOSED
FRD-000719,CLM-2026-003131,Multiple Claims Short Period,MEDIUM,2026-01-11,Claimant filed 5 claims within 56 days,CLOSED
FRD-000720,CLM-2026-003131,Previous Fraud History,MEDIUM,2025-12-29,Claimant has 1 previous fraud flags on record,CLOSED
FRD-000721,CLM-2026-003131,Suspicious Timing,MEDIUM,2025-12-23,Claim filed 4 days after policy inception/modification,CONFIRMED
FRD-000722,CLM-2026-003140,Inconsistent Documentation,LOW,2024-05-18,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
