policy_number,total_claims,total_amount_paid,avg_claim_amount,last_claim_date,first_claim_date,claims_trend,policy_type,fraud_claims_count
POL-2023-150,2,70326.46,37226.6,2024-07-17,2023-09-17,INSUFFICIENT_DATA,AUTO,0
POL-2022-075,2,5925.3,2962.65,2024-10-16,2024-07-27,INSUFFICIENT_DATA,AUTO,0
POL-2022-142,3,32160.01,10720.0,2024-01-17,2023-11-23,INCREASING,AUTO,0
POL-2022-516,2,54814.86,27407.43,2025-07-16,2023-03-09,INSUFFICIENT_DATA,AUTO,0
POL-2022-401,1,0.0,39905.53,2024-06-22,2024-06-22,INSUFFICIENT_DATA,AUTO,0
POL-2021-426,1,0.0,41737.51,2023-05-12,2023-05-12,INSUFFICIENT_DATA,AUTO,0
POL-2020-880,1,3988.01,3988.01,2025-01-02,2025-01-02,INSUFFICIENT_DATA,AUTO,0
POL-2023-347,2,42591.61,24768.7,2025-06-09,2023-04-15,INSUFFICIENT_DATA,AUTO,0
POL-2023-003,4,100716.22,26809.0,2025-03-28,2023-07-24,DECREASING,AUTO,0
POL-2024-591,2,55485.48,27742.74,2025-07-13,2023-02-07,INSUFFICIENT_DATA,AUTO,1
POL-2022-586,1,52980.8,52980.8,2023-11-06,2023-11-06,INSUFFICIENT_DATA,AUTO,0
POL-2023-583,1,0.0,17930.71,2023-10-24,2023-10-24,INSUFFICIENT_DATA,AUTO,1
POL-2021-969,3,104558.13,42657.53,2025-05-27,2023-05-11,DECREASING,AUTO,1
POL-2022-341,2,9454.15,4727.08,2024-01-21,2023-08-07,INSUFFICIENT_DATA,AUTO,0
POL-2023-802,1,38446.93,38446.93,2025-09-26,2025-09-26,INSUFFICIENT_DATA,AUTO,0
POL-2022-764,3,26193.51,21737.54,2024-09-15,2023-06-16,STABLE,AUTO,0
POL-2022-950,4,55161.64,17022.54,2025-10-23,2023-03-27,DECREASING,AUTO,0
POL-2024-054,1,13531.58,13531.58,2023-05-23,2023-05-23,INSUFFICIENT_DATA,AUTO,0
POL-2025-263,2,1145.36,3076.86,2024-08-05,2023-03-29,INSUFFICIENT_DATA,AUTO,0
POL-2021-010,1,23437.76,23437.76,2025-07-18,2025-07-18,INSUFFICIENT_DATA,AUTO,1
POL-2024-341,3,59116.31,34385.31,2025-11-04,2023-01-26,DECREASING,AUTO,0
POL-2023-431,4,155017.32,42559.48,2025-06-20,2023-09-16,INCREASING,AUTO,0
POL-2021-959,2,198885.37,99442.68,2025-03-03,2024-07-06,INSUFFICIENT_DATA,AUTO,0
POL-2020-588,5,121797.08,58816.92,2025-11-23,2024-01-21,STABLE,AUTO,0
POL-2021-204,2,93112.46,46556.23,2024-04-25,2023-05-19,INSUFFICIENT_DATA,AUTO,0
POL-2021-396,3,17092.45,11733.46,2025-09-11,2024-05-05,STABLE,AUTO,0
POL-2023-361,2,9765.66,17881.45,2024-09-02,2023-04-08,INSUFFICIENT_DATA,AUTO,0
POL-2023-972,3,68446.99,31571.11,2025-09-14,2024-05-15,DECREASING,AUTO,0
POL-2023-297,4,65455.33,75084.34,2025-10-07,2023-09-04,STABLE,AUTO,0
POL-2024-023,2,35587.56,20717.42,2024-01-14,2023-01-19,INSUFFICIENT_DATA,AUTO,0
POL-2022-116,1,0.0,26377.88,2024-02-03,2024-02-03,INSUFFICIENT_DATA,AUTO,0
POL-2025-312,3,11000.58,4519.51,2025-06-14,2023-08-29,INCREASING,AUTO,0
POL-2023-251,3,11267.97,6537.95,2025-12-04,2023-05-22,DECREASING,AUTO,0
POL-2025-262,1,7608.84,7608.84,2025-01-03,2025-01-03,INSUFFICIENT_DATA,AUTO,0
POL-2021-264,1,13735.94,13735.94,2024-08-28,2024-08-28,INSUFFICIENT_DATA,AUTO,0
POL-2021-603,1,2830.08,2830.08,2024-12-02,2024-12-02,INSUFFICIENT_DATA,AUTO,0
POL-2024-011,2,8715.01,15598.48,2025-12-13,2025-11-15,INSUFFICIENT_DATA,AUTO,0
POL-2024-756,2,0.0,1698.58,2024-11-08,2023-06-11,INSUFFICIENT_DATA,AUTO,0
POL-2021-258,3,43044.49,22208.38,2024-06-07,2024-01-30,INCREASING,AUTO,1
POL-2021-709,2,12247.45,6123.72,2023-04-29,2023-03-08,INSUFFICIENT_DATA,AUTO,0
POL-2025-517,1,7679.47,7679.47,2025-01-30,2025-01-30,INSUFFICIENT_DATA,AUTO,0
POL-2022-946,1,11216.79,11216.79,2024-04-13,2024-04-13,INSUFFICIENT_DATA,AUTO,0
POL-2023-131,2,29139.45,14569.72,2023-06-01,2023-05-24,INSUFFICIENT_DATA,AUTO,0
POL-2022-831,1,0.0,24323.02,2025-02-26,2025-02-26,INSUFFICIENT_DATA,AUTO,0
POL-2025-837,1,1994.59,1994.59,2023-08-02,2023-08-02,INSUFFICIENT_DATA,AUTO,0
POL-2022-069,2,5120.81,48895.82,2025-05-15,2023-03-23,INSUFFICIENT_DATA,AUTO,0
POL-2022-106,2,29025.23,14512.62,2025-11-12,2023-10-25,INSUFFICIENT_DATA,AUTO,0
POL-2021-171,2,138242.5,72736.69,2024-08-05,2023-12-07,INSUFFICIENT_DATA,AUTO,0
POL-2024-181,3,35797.2,24991.16,2025-05-04,2023-09-25,INCREASING,AUTO,0
POL-2025-493,1,0.0,13249.28,2025-05-31,2025-05-31,INSUFFICIENT_DATA,AUTO,0
POL-2020-680,2,199564.55,103492.68,2025-07-14,2023-02-16,INSUFFICIENT_DATA,AUTO,1
POL-2025-237,2,15370.05,19642.13,2025-02-24,2023-03-09,INSUFFICIENT_DATA,AUTO,0
POL-2023-984,1,56061.64,56061.64,2023-08-30,2023-08-30,INSUFFICIENT_DATA,AUTO,0
POL-2024-916,3,259858.81,89291.11,2025-09-23,2024-09-12,DECREASING,AUTO,1
POL-2025-590,2,106198.1,76216.91,2025-01-05,2024-06-15,INSUFFICIENT_DATA,AUTO,1
POL-2021-493,1,39722.81,39722.81,2023-08-12,2023-08-12,INSUFFICIENT_DATA,AUTO,0
POL-2025-518,3,0.0,16737.17,2025-09-16,2024-04-08,DECREASING,AUTO,0
POL-2022-669,2,0.0,13795.14,2025-01-28,2023-02-04,INSUFFICIENT_DATA,AUTO,0
POL-2024-266,3,13839.35,14983.05,2025-06-15,2023-09-05,INCREASING,AUTO,0
POL-2025-624,1,16537.2,16537.2,2025-10-23,2025-10-23,INSUFFICIENT_DATA,AUTO,0
POL-2023-898,3,172036.23,57345.41,2025-06-16,2024-12-13,DECREASING,AUTO,0
POL-2024-313,4,25445.24,32042.22,2025-12-21,2023-06-19,INCREASING,AUTO,1
POL-2025-942,4,174203.9,46327.58,2025-07-09,2023-04-28,INCREASING,AUTO,0
POL-2021-637,3,52031.62,17910.1,2026-01-07,2024-04-13,INCREASING,AUTO,1
POL-2023-424,1,10063.22,10063.22,2024-06-12,2024-06-12,INSUFFICIENT_DATA,AUTO,0
POL-2021-991,6,208852.52,34808.75,2025-09-03,2023-07-18,STABLE,AUTO,0
POL-2022-582,2,8005.57,4002.78,2025-10-09,2025-07-10,INSUFFICIENT_DATA,AUTO,1
POL-2021-277,5,118725.39,63566.92,2025-05-19,2023-12-15,INCREASING,AUTO,1
POL-2025-003,2,10742.37,18921.46,2025-07-23,2024-10-09,INSUFFICIENT_DATA,AUTO,1
POL-2021-461,1,0.0,5070.12,2023-06-26,2023-06-26,INSUFFICIENT_DATA,AUTO,0
POL-2023-063,4,37427.22,46754.95,2025-01-22,2023-12-08,DECREASING,AUTO,0
POL-2020-164,2,21393.17,10696.58,2023-11-29,2023-06-13,INSUFFICIENT_DATA,AUTO,1
POL-2023-651,2,68502.28,129780.56,2024-04-19,2023-09-27,INSUFFICIENT_DATA,AUTO,0
POL-2025-054,3,1944.25,40422.45,2025-07-19,2023-05-15,INCREASING,AUTO,0
POL-2025-665,2,22962.94,11481.47,2025-04-28,2024-06-19,INSUFFICIENT_DATA,AUTO,0
POL-2022-334,2,119065.94,59532.97,2025-03-19,2025-01-22,INSUFFICIENT_DATA,AUTO,1
POL-2023-218,4,12642.39,6337.46,2025-05-16,2023-04-28,INCREASING,AUTO,1
POL-2024-216,1,0.0,28957.6,2025-07-14,2025-07-14,INSUFFICIENT_DATA,AUTO,0
POL-2025-744,2,0.0,62347.62,2025-11-30,2024-01-20,INSUFFICIENT_DATA,AUTO,0
POL-2024-413,1,16023.11,16023.11,2024-04-22,2024-04-22,INSUFFICIENT_DATA,AUTO,1
POL-2022-630,3,97486.97,32495.66,2025-07-28,2023-07-13,STABLE,AUTO,1
POL-2023-064,3,40920.97,13640.32,2025-09-11,2024-01-07,DECREASING,AUTO,0
POL-2022-888,3,26041.41,14305.32,2025-10-04,2024-05-08,INCREASING,AUTO,0
POL-2022-073,3,0.0,25625.15,2025-11-11,2024-05-24,INCREASING,AUTO,0
POL-2021-143,4,18289.43,25457.64,2025-08-02,2024-08-20,DECREASING,AUTO,0
POL-2024-480,2,18829.15,26135.44,2025-03-20,2023-08-16,INSUFFICIENT_DATA,AUTO,0
POL-2024-100,2,0.0,8952.44,2025-11-14,2023-07-17,INSUFFICIENT_DATA,AUTO,0
POL-2023-603,4,99188.73,39619.48,2024-08-25,2023-02-27,STABLE,AUTO,1
POL-2024-868,2,184330.83,92165.42,2024-11-20,2024-10-03,INSUFFICIENT_DATA,AUTO,1
POL-2021-520,2,37554.12,19782.82,2025-02-21,2023-01-27,INSUFFICIENT_DATA,AUTO,0
POL-2022-715,1,0.0,1933.19,2025-03-15,2025-03-15,INSUFFICIENT_DATA,AUTO,0
POL-2021-607,1,98273.56,98273.56,2023-07-30,2023-07-30,INSUFFICIENT_DATA,AUTO,0
POL-2024-672,3,36501.41,15641.87,2023-07-07,2023-02-23,DECREASING,AUTO,0
POL-2024-218,2,0.0,14542.63,2024-10-13,2023-07-13,INSUFFICIENT_DATA,AUTO,2
POL-2022-139,3,27936.34,28058.22,2025-02-03,2023-04-11,DECREASING,AUTO,0
POL-2022-447,3,2182.22,5458.37,2025-09-03,2025-08-06,INCREASING,AUTO,1
POL-2023-630,5,94710.27,43561.28,2025-11-03,2023-06-04,DECREASING,AUTO,3
POL-2024-173,2,173349.85,86674.92,2024-05-31,2023-03-21,INSUFFICIENT_DATA,AUTO,0
POL-2025-510,2,4212.55,11122.86,2025-04-26,2024-04-10,INSUFFICIENT_DATA,AUTO,0
POL-2021-496,2,0.0,11875.82,2025-06-10,2023-01-18,INSUFFICIENT_DATA,AUTO,0
POL-2023-055,2,0.0,17342.53,2024-11-21,2023-10-27,INSUFFICIENT_DATA,AUTO,0
POL-2025-316,2,31303.22,15651.61,2025-10-27,2025-06-24,INSUFFICIENT_DATA,AUTO,0
POL-2020-520,3,13155.21,70041.23,2025-12-23,2023-12-14,INCREASING,AUTO,0
POL-2024-136,3,74969.15,46761.01,2025-05-07,2023-07-19,INCREASING,AUTO,0
POL-2020-211,4,39907.31,15596.5,2025-11-15,2024-05-03,INCREASING,AUTO,0
POL-2020-071,2,92506.89,46253.45,2025-05-23,2024-05-13,INSUFFICIENT_DATA,AUTO,0
POL-2022-858,2,77372.42,38686.21,2023-10-09,2023-02-08,INSUFFICIENT_DATA,AUTO,0
POL-2023-585,1,15650.05,15650.05,2024-05-05,2024-05-05,INSUFFICIENT_DATA,AUTO,0
POL-2020-201,4,44849.46,16743.96,2025-12-23,2023-01-27,INCREASING,AUTO,1
POL-2021-862,1,0.0,7812.87,2025-02-03,2025-02-03,INSUFFICIENT_DATA,AUTO,0
POL-2021-822,1,82067.28,82067.28,2023-12-14,2023-12-14,INSUFFICIENT_DATA,AUTO,1
POL-2021-873,1,113370.84,113370.84,2023-09-11,2023-09-11,INSUFFICIENT_DATA,AUTO,0
POL-2024-848,3,36288.84,12317.25,2025-07-27,2023-09-09,STABLE,AUTO,1
POL-2024-217,1,28639.49,28639.49,2023-09-09,2023-09-09,INSUFFICIENT_DATA,AUTO,0
POL-2021-159,2,0.0,18897.38,2025-07-07,2024-04-19,INSUFFICIENT_DATA,AUTO,1
POL-2025-981,1,41191.87,41191.87,2024-04-30,2024-04-30,INSUFFICIENT_DATA,AUTO,0
POL-2020-971,2,76661.96,61891.04,2026-01-06,2025-04-16,INSUFFICIENT_DATA,AUTO,1
POL-2023-205,2,7320.62,10774.4,2024-06-13,2023-03-04,INSUFFICIENT_DATA,AUTO,0
POL-2025-599,3,4468.32,2692.54,2025-07-23,2023-12-09,INCREASING,AUTO,0
POL-2024-488,2,1793.4,18487.63,2025-05-23,2024-10-09,INSUFFICIENT_DATA,AUTO,0
POL-2020-106,2,0.0,13331.84,2025-09-28,2025-08-22,INSUFFICIENT_DATA,AUTO,1
POL-2024-481,2,0.0,5064.15,2025-07-31,2023-05-06,INSUFFICIENT_DATA,AUTO,0
POL-2021-373,1,0.0,2399.41,2025-06-18,2025-06-18,INSUFFICIENT_DATA,AUTO,1
POL-2020-773,3,14450.21,16263.5,2025-05-05,2024-01-23,DECREASING,AUTO,0
POL-2023-357,1,12481.86,12481.86,2023-06-23,2023-06-23,INSUFFICIENT_DATA,AUTO,0
POL-2023-377,2,36235.93,18117.96,2025-06-02,2023-03-16,INSUFFICIENT_DATA,AUTO,0
POL-2024-960,2,16219.99,21582.07,2025-10-29,2024-07-12,INSUFFICIENT_DATA,AUTO,0
POL-2022-724,2,0.0,25557.28,2025-08-28,2025-03-30,INSUFFICIENT_DATA,AUTO,0
POL-2020-326,4,45067.06,30682.54,2025-11-04,2023-04-28,DECREASING,AUTO,2
POL-2025-476,1,0.0,17759.56,2025-07-03,2025-07-03,INSUFFICIENT_DATA,AUTO,1
POL-2021-628,2,9240.14,11688.78,2024-09-09,2024-05-12,INSUFFICIENT_DATA,AUTO,0
POL-2022-644,6,44365.91,17633.44,2025-06-26,2024-05-30,INCREASING,AUTO,0
POL-2023-608,4,106090.69,34087.21,2025-05-29,2023-09-23,DECREASING,AUTO,0
POL-2022-322,1,21978.79,21978.79,2024-02-21,2024-02-21,INSUFFICIENT_DATA,AUTO,0
POL-2024-552,1,0.0,7844.19,2023-06-14,2023-06-14,INSUFFICIENT_DATA,AUTO,1
POL-2024-991,1,53584.37,53584.37,2023-08-21,2023-08-21,INSUFFICIENT_DATA,AUTO,0
POL-2025-374,2,13445.11,6722.56,2023-06-07,2023-03-07,INSUFFICIENT_DATA,AUTO,0
POL-2023-328,3,310137.97,103379.32,2024-07-21,2023-02-11,INCREASING,AUTO,1
POL-2022-854,1,1836.85,1836.85,2025-10-21,2025-10-21,INSUFFICIENT_DATA,AUTO,0
POL-2025-288,2,38295.47,23705.12,2025-09-29,2024-12-22,INSUFFICIENT_DATA,AUTO,0
POL-2023-314,1,0.0,124253.29,2023-03-11,2023-03-11,INSUFFICIENT_DATA,AUTO,0
POL-2022-896,1,10523.7,10523.7,2025-09-10,2025-09-10,INSUFFICIENT_DATA,AUTO,1
POL-2024-308,1,22804.9,22804.9,2024-05-09,2024-05-09,INSUFFICIENT_DATA,AUTO,0
POL-2025-605,1,29992.03,29992.03,2023-05-08,2023-05-08,INSUFFICIENT_DATA,AUTO,0
POL-2021-573,1,0.0,688.88,2024-04-03,2024-04-03,INSUFFICIENT_DATA,AUTO,0
POL-2025-265,1,45020.06,45020.06,2025-03-12,2025-03-12,INSUFFICIENT_DATA,AUTO,0
POL-2024-314,2,0.0,25301.6,2025-04-17,2024-03-13,INSUFFICIENT_DATA,AUTO,0
POL-2023-622,7,52932.65,26320.12,2025-07-20,2023-04-10,DECREASING,AUTO,0
POL-2022-018,3,9794.71,16488.3,2024-02-08,2023-04-21,DECREASING,AUTO,0
POL-2025-520,3,0.0,57794.6,2025-06-20,2023-11-17,DECREASING,AUTO,0
POL-2025-353,2,0.0,14091.56,2025-02-18,2024-03-04,INSUFFICIENT_DATA,AUTO,1
POL-2023-790,2,62192.66,31096.33,2025-10-05,2025-07-29,INSUFFICIENT_DATA,AUTO,1
POL-2020-964,4,27629.52,20048.27,2026-01-13,2024-02-24,DECREASING,AUTO,1
POL-2024-971,3,18341.63,17017.93,2024-12-19,2023-10-23,INCREASING,AUTO,0
POL-2020-170,2,5626.0,8226.98,2025-10-26,2023-10-01,INSUFFICIENT_DATA,AUTO,0
POL-2022-506,2,0.0,5770.17,2024-02-11,2023-10-28,INSUFFICIENT_DATA,AUTO,0
POL-2020-673,3,0.0,36945.08,2025-01-16,2023-03-21,DECREASING,AUTO,1
POL-2023-623,3,2580.02,14648.1,2025-02-15,2023-08-30,DECREASING,AUTO,0
POL-2020-960,3,13064.28,10749.86,2025-06-08,2023-06-04,DECREASING,AUTO,0
POL-2022-571,2,0.0,22724.6,2025-01-02,2023-06-26,INSUFFICIENT_DATA,AUTO,0
POL-2023-983,3,8509.99,3354.6,2025-12-26,2024-03-17,INCREASING,AUTO,1
POL-2022-463,2,9470.16,9555.5,2025-01-15,2024-12-19,INSUFFICIENT_DATA,AUTO,0
POL-2024-024,2,25966.12,18397.66,2023-11-01,2023-04-08,INSUFFICIENT_DATA,AUTO,0
POL-2021-702,1,81957.49,81957.49,2024-06-05,2024-06-05,INSUFFICIENT_DATA,AUTO,0
POL-2020-655,2,31572.16,15786.08,2025-02-22,2023-08-27,INSUFFICIENT_DATA,AUTO,0
POL-2024-765,4,71117.27,25153.98,2025-09-01,2024-01-21,INCREASING,AUTO,0
POL-2025-945,2,75651.95,37825.98,2024-08-14,2024-04-30,INSUFFICIENT_DATA,AUTO,0
POL-2020-254,2,5554.32,63160.84,2023-10-17,2023-01-30,INSUFFICIENT_DATA,AUTO,0
POL-2021-361,2,0.0,48549.1,2024-11-08,2023-05-14,INSUFFICIENT_DATA,AUTO,0
POL-2024-200,1,0.0,143978.36,2024-12-19,2024-12-19,INSUFFICIENT_DATA,AUTO,0
POL-2021-497,2,0.0,59305.78,2025-09-04,2024-09-22,INSUFFICIENT_DATA,AUTO,0
POL-2022-367,4,104119.75,26029.94,2025-12-05,2023-11-13,DECREASING,AUTO,0
POL-2024-186,3,9740.03,10881.16,2024-12-23,2024-05-19,INCREASING,AUTO,0
POL-2021-963,2,23701.4,11850.7,2025-03-30,2024-07-21,INSUFFICIENT_DATA,AUTO,0
POL-2023-509,1,0.0,135052.08,2024-01-07,2024-01-07,INSUFFICIENT_DATA,AUTO,0
POL-2021-683,1,0.0,18697.67,2024-12-08,2024-12-08,INSUFFICIENT_DATA,AUTO,0
POL-2021-641,1,11784.75,11784.75,2024-09-05,2024-09-05,INSUFFICIENT_DATA,AUTO,0
POL-2021-915,1,1010.81,1010.81,2025-12-06,2025-12-06,INSUFFICIENT_DATA,AUTO,0
POL-2023-877,2,0.0,6207.98,2025-01-31,2024-08-24,INSUFFICIENT_DATA,AUTO,0
POL-2025-121,2,195028.25,98176.64,2025-12-29,2023-02-19,INSUFFICIENT_DATA,AUTO,0
POL-2020-456,1,0.0,8982.84,2023-04-12,2023-04-12,INSUFFICIENT_DATA,AUTO,0
POL-2020-185,2,2627.05,2578.28,2025-08-14,2024-10-15,INSUFFICIENT_DATA,AUTO,0
POL-2020-385,2,20774.18,10387.09,2024-01-20,2023-04-11,INSUFFICIENT_DATA,AUTO,0
POL-2022-459,3,64172.0,21390.67,2025-09-16,2023-03-06,DECREASING,AUTO,0
POL-2024-151,4,20923.9,11246.56,2025-12-08,2023-03-26,DECREASING,AUTO,0
POL-2023-818,2,9462.67,7283.42,2025-08-03,2024-08-21,INSUFFICIENT_DATA,AUTO,0
POL-2024-479,3,107187.13,41010.69,2024-03-21,2023-08-12,INCREASING,AUTO,0
POL-2025-009,4,28830.58,18042.04,2024-11-20,2023-03-30,INCREASING,AUTO,0
POL-2021-253,4,108701.91,75756.26,2025-12-02,2024-02-27,DECREASING,AUTO,0
POL-2022-746,2,15868.42,12899.52,2024-08-25,2023-01-22,INSUFFICIENT_DATA,AUTO,0
POL-2025-293,2,13470.42,6862.26,2025-11-26,2023-08-27,INSUFFICIENT_DATA,AUTO,0
POL-2024-101,2,35097.97,32053.78,2025-08-28,2024-02-20,INSUFFICIENT_DATA,AUTO,0
POL-2023-817,4,0.0,16885.36,2025-04-25,2023-05-04,DECREASING,AUTO,1
POL-2023-529,2,128648.07,69371.41,2024-06-22,2023-09-02,INSUFFICIENT_DATA,AUTO,0
POL-2025-675,3,0.0,19364.52,2024-06-28,2023-05-01,INCREASING,AUTO,0
POL-2023-932,1,4935.27,4935.27,2024-08-04,2024-08-04,INSUFFICIENT_DATA,AUTO,0
POL-2025-244,3,55432.69,22650.78,2025-10-17,2023-02-12,DECREASING,AUTO,0
POL-2021-169,3,10033.11,5493.87,2025-08-11,2024-01-14,DECREASING,AUTO,1
POL-2023-557,1,34840.65,34840.65,2024-09-08,2024-09-08,INSUFFICIENT_DATA,AUTO,0
POL-2020-354,3,14540.71,38416.01,2025-01-24,2023-09-02,DECREASING,AUTO,0
POL-2020-659,2,0.0,29651.77,2025-10-09,2024-09-10,INSUFFICIENT_DATA,AUTO,0
POL-2023-480,2,0.0,27399.99,2025-10-17,2023-06-21,INSUFFICIENT_DATA,AUTO,1
POL-2025-859,4,22169.18,15767.92,2025-10-09,2023-10-18,DECREASING,AUTO,1
POL-2021-513,3,20640.07,6880.02,2024-06-29,2023-03-12,INCREASING,AUTO,0
POL-2024-257,3,41710.03,13903.34,2025-08-30,2023-11-10,DECREASING,AUTO,1
POL-2025-145,2,0.0,4991.7,2024-10-09,2024-02-28,INSUFFICIENT_DATA,AUTO,1
POL-2024-126,2,3178.7,7217.22,2024-01-21,2023-06-30,INSUFFICIENT_DATA,AUTO,1
POL-2024-680,4,62600.0,19172.83,2024-09-24,2023-07-02,DECREASING,AUTO,2
POL-2021-853,1,0.0,8266.72,2024-04-11,2024-04-11,INSUFFICIENT_DATA,AUTO,0
POL-2022-042,1,0.0,9476.61,2025-07-28,2025-07-28,INSUFFICIENT_DATA,AUTO,0
POL-2025-403,2,125397.11,63380.42,2025-07-11,2024-01-02,INSUFFICIENT_DATA,AUTO,1
POL-2025-222,4,56892.01,15531.22,2025-03-30,2023-10-09,DECREASING,AUTO,1
POL-2020-898,3,39915.26,34383.51,2025-08-31,2023-12-19,STABLE,AUTO,0
POL-2020-887,1,54162.38,54162.38,2025-08-11,2025-08-11,INSUFFICIENT_DATA,AUTO,1
POL-2025-078,3,17255.39,9818.94,2025-10-18,2024-01-02,STABLE,AUTO,0
POL-2022-266,5,18000.81,14394.38,2025-12-05,2023-08-20,INCREASING,AUTO,0
POL-2024-386,4,6618.32,54961.86,2024-11-09,2023-08-16,INCREASING,AUTO,0
POL-2024-455,3,23375.48,10594.3,2024-12-19,2023-05-06,INCREASING,AUTO,1
POL-2024-116,2,105666.73,52833.37,2024-08-24,2024-06-17,INSUFFICIENT_DATA,AUTO,0
POL-2020-305,2,0.0,11817.38,2024-04-26,2023-05-02,INSUFFICIENT_DATA,AUTO,0
POL-2024-409,1,15686.16,15686.16,2025-01-09,2025-01-09,INSUFFICIENT_DATA,AUTO,0
POL-2023-115,2,72258.46,55422.53,2025-03-28,2023-09-06,INSUFFICIENT_DATA,AUTO,1
POL-2023-127,1,0.0,36731.92,2025-04-28,2025-04-28,INSUFFICIENT_DATA,AUTO,0
POL-2020-383,3,448.89,26415.03,2024-05-27,2023-12-13,DECREASING,AUTO,0
POL-2024-167,2,0.0,60968.48,2024-12-22,2024-08-22,INSUFFICIENT_DATA,AUTO,1
POL-2023-061,3,49084.47,23715.58,2026-01-08,2024-04-17,DECREASING,AUTO,0
POL-2022-751,3,48229.32,20253.85,2025-06-12,2024-08-29,INCREASING,AUTO,0
POL-2025-998,2,2173.36,1235.43,2024-05-24,2023-12-26,INSUFFICIENT_DATA,AUTO,0
POL-2024-275,3,25162.61,39153.72,2025-12-06,2023-03-01,DECREASING,AUTO,0
POL-2020-190,2,0.0,18969.6,2024-10-16,2024-07-16,INSUFFICIENT_DATA,AUTO,0
POL-2020-367,3,72972.0,24537.3,2023-12-18,2023-01-17,INCREASING,AUTO,0
POL-2020-762,1,0.0,25092.86,2024-10-16,2024-10-16,INSUFFICIENT_DATA,AUTO,0
POL-2023-727,1,882.53,882.53,2024-06-24,2024-06-24,INSUFFICIENT_DATA,AUTO,0
POL-2020-511,1,0.0,6557.66,2025-11-16,2025-11-16,INSUFFICIENT_DATA,AUTO,0
POL-2025-274,2,17114.5,8557.25,2025-11-07,2025-11-06,INSUFFICIENT_DATA,AUTO,0
POL-2023-975,5,203355.62,74979.65,2025-03-11,2023-01-23,DECREASING,AUTO,0
POL-2021-540,2,187777.26,117719.88,2024-07-27,2023-06-06,INSUFFICIENT_DATA,AUTO,0
POL-2025-986,5,15359.64,16355.91,2025-09-05,2024-05-23,DECREASING,AUTO,1
POL-2020-938,2,140789.13,80867.61,2025-01-17,2023-04-15,INSUFFICIENT_DATA,AUTO,0
POL-2021-876,1,0.0,3888.0,2025-09-12,2025-09-12,INSUFFICIENT_DATA,AUTO,0
POL-2021-919,3,13409.87,5141.91,2023-12-20,2023-03-04,INCREASING,AUTO,0
POL-2021-847,2,71325.99,35663.0,2023-12-25,2023-06-04,INSUFFICIENT_DATA,AUTO,0
POL-2023-113,2,546.3,5600.75,2023-02-26,2023-02-16,INSUFFICIENT_DATA,AUTO,0
POL-2023-660,2,2551.56,5604.64,2023-11-03,2023-10-09,INSUFFICIENT_DATA,AUTO,0
POL-2020-736,1,0.0,257.33,2024-10-07,2024-10-07,INSUFFICIENT_DATA,AUTO,0
POL-2024-903,1,0.0,4630.37,2025-01-22,2025-01-22,INSUFFICIENT_DATA,AUTO,0
POL-2021-213,2,31084.79,15542.4,2025-12-21,2024-05-13,INSUFFICIENT_DATA,AUTO,0
POL-2025-043,3,36837.18,13517.09,2025-11-18,2025-07-21,INCREASING,AUTO,1
POL-2025-381,4,16202.85,11592.62,2025-12-17,2023-06-08,INCREASING,AUTO,1
POL-2025-982,4,90078.73,35149.46,2026-01-01,2024-02-04,INCREASING,AUTO,0
POL-2022-031,3,48518.9,16796.98,2025-10-12,2023-11-04,STABLE,AUTO,1
POL-2020-974,1,43282.74,43282.74,2025-01-15,2025-01-15,INSUFFICIENT_DATA,AUTO,0
POL-2024-994,3,2345.53,66726.16,2025-08-07,2023-06-21,INCREASING,AUTO,1
POL-2023-004,3,1752.83,51300.7,2025-07-12,2023-10-18,INCREASING,AUTO,0
POL-2021-234,2,0.0,4831.67,2025-06-04,2023-08-05,INSUFFICIENT_DATA,AUTO,1
POL-2023-643,1,0.0,54174.46,2025-10-16,2025-10-16,INSUFFICIENT_DATA,AUTO,0
POL-2025-921,1,0.0,11864.83,2024-10-19,2024-10-19,INSUFFICIENT_DATA,AUTO,0
POL-2025-429,3,122038.32,54856.6,2025-07-12,2024-05-11,DECREASING,AUTO,0
POL-2022-414,3,28826.32,25125.85,2025-12-23,2023-02-11,INCREASING,AUTO,0
POL-2023-872,4,19734.08,16470.52,2024-05-26,2023-06-03,DECREASING,AUTO,2
POL-2020-666,2,12408.58,10701.06,2023-09-08,2023-08-17,INSUFFICIENT_DATA,AUTO,0
POL-2024-456,4,759.74,14675.22,2025-10-18,2023-08-06,DECREASING,AUTO,1
POL-2024-964,3,64964.6,21654.87,2025-08-02,2024-01-23,DECREASING,AUTO,1
POL-2022-616,1,520.05,520.05,2023-11-18,2023-11-18,INSUFFICIENT_DATA,AUTO,0
POL-2024-349,1,481.33,481.33,2024-12-26,2024-12-26,INSUFFICIENT_DATA,AUTO,1
POL-2022-925,3,5138.83,5800.93,2024-09-26,2023-01-27,DECREASING,AUTO,0
POL-2022-418,1,32971.55,32971.55,2025-12-08,2025-12-08,INSUFFICIENT_DATA,AUTO,0
POL-2025-337,6,17378.85,39267.24,2025-12-07,2023-02-04,DECREASING,AUTO,0
POL-2025-598,4,74070.43,34767.33,2025-12-26,2023-02-03,STABLE,AUTO,0
